TCGA-A6-3807-01A-22-2150-27.zip,TCGA-A6-3807-01A-22_Proteome_VU_20121019.zip,TCGA-A6-3807-01A-22,TCGA-A6-3807
TCGA-A6-3808-01A-22-2150-27.zip,TCGA-A6-3808-01A-22_Proteome_VU_20121205.zip,TCGA-A6-3808-01A-22,TCGA-A6-3808
TCGA-A6-3810-01A-22-2150-27.zip,TCGA-A6-3810-01A-22_Proteome_VU_20121029.zip,TCGA-A6-3810-01A-22,TCGA-A6-3810
TCGA-AA-3518-01A-11-2150-27.zip,TCGA-AA-3518-01A-11_Proteome_VU_20120915.zip,TCGA-AA-3518-01A-11,TCGA-AA-3518
TCGA-AA-3525-01A-12-2150-27.zip,TCGA-AA-3525-01A-12_Proteome_VU_20121209.zip,TCGA-AA-3525-01A-12,TCGA-AA-3525
TCGA-AA-3526-01A-11-2150-27.zip,TCGA-AA-3526-01A-11_Proteome_VU_20130106.zip,TCGA-AA-3526-01A-11,TCGA-AA-3526
TCGA-AA-3529-01A-12-2150-27.zip,TCGA-AA-3529-01A-12_Proteome_VU_20121203.zip,TCGA-AA-3529-01A-12,TCGA-AA-3529
TCGA-AA-3531-01A-22-2150-27.zip,TCGA-AA-3531-01A-22_Proteome_VU_20130101.zip,TCGA-AA-3531-01A-22,TCGA-AA-3531
TCGA-AA-3534-01A-22-2150-27.zip,TCGA-AA-3534-01A-22_Proteome_VU_20130208.zip,TCGA-AA-3534-01A-22,TCGA-AA-3534
TCGA-AA-3552-01A-22-2150-27.zip,TCGA-AA-3552-01A-22_Proteome_VU_20130125.zip,TCGA-AA-3552-01A-22,TCGA-AA-3552
TCGA-AA-3554-01A-22-2150-27.zip,TCGA-AA-3554-01A-22_Proteome_VU_20121122.zip,TCGA-AA-3554-01A-22,TCGA-AA-3554
TCGA-AA-3561-01A-22-2150-27.zip,TCGA-AA-3561-01A-22_Proteome_VU_20120808.zip,TCGA-AA-3561-01A-22,TCGA-AA-3561
TCGA-AA-3664-01A-22-2150-27.zip,TCGA-AA-3664-01A-22_Proteome_VU_20130123.zip,TCGA-AA-3664-01A-22,TCGA-AA-3664
TCGA-AA-3666-01A-31-2150-27.zip,TCGA-AA-3666-01A-31_Proteome_VU_20121101.zip,TCGA-AA-3666-01A-31,TCGA-AA-3666
TCGA-AA-3672-01A-22-2150-27.zip,TCGA-AA-3672-01A-22_Proteome_VU_20121217.zip,TCGA-AA-3672-01A-22,TCGA-AA-3672
TCGA-AA-3684-01A-31-2150-27.zip,TCGA-AA-3684-01A-31_Proteome_VU_20121018.zip,TCGA-AA-3684-01A-31,TCGA-AA-3684
TCGA-AA-3695-01A-22-2150-27.zip,TCGA-AA-3695-01A-22_Proteome_VU_20130131.zip,TCGA-AA-3695-01A-22,TCGA-AA-3695
TCGA-AA-3710-01A-22-2150-27.zip,TCGA-AA-3710-01A-22_Proteome_VU_20120827.zip,TCGA-AA-3710-01A-22,TCGA-AA-3710
TCGA-AA-3715-01A-22-2150-27.zip,TCGA-AA-3715-01A-22_Proteome_VU_20120821.zip,TCGA-AA-3715-01A-22,TCGA-AA-3715
TCGA-AA-3818-01A-22-2150-27.zip,TCGA-AA-3818-01A-22_Proteome_VU_20130210.zip,TCGA-AA-3818-01A-22,TCGA-AA-3818
TCGA-AA-3986-01A-12-2150-27.zip,TCGA-AA-3986-01A-12_Proteome_VU_20130116.zip,TCGA-AA-3986-01A-12,TCGA-AA-3986
TCGA-AA-3989-01A-22-2150-27.zip,TCGA-AA-3989-01A-22_Proteome_VU_20121114.zip,TCGA-AA-3989-01A-22,TCGA-AA-3989
TCGA-AA-A00E-01A-31-A20O-27.zip,TCGA-AA-A00E-01A-31_Proteome_VU_20121012.zip,TCGA-AA-A00E-01A-31,TCGA-AA-A00E
TCGA-AA-A00F-01A-31-A20O-27.zip,TCGA-AA-A00F-01A-31_Proteome_VU_20121222.zip,TCGA-AA-A00F-01A-31,TCGA-AA-A00F
TCGA-AA-A01K-01A-31-A20O-27.zip,TCGA-AA-A01K-01A-31_Proteome_VU_20121116.zip,TCGA-AA-A01K-01A-31,TCGA-AA-A01K
TCGA-AA-A01R-01A-23-A20O-27.zip,TCGA-AA-A01R-01A-23_Proteome_VU_20120829.zip,TCGA-AA-A01R-01A-23,TCGA-AA-A01R
TCGA-AA-A01S-01A-23-A20O-27.zip,TCGA-AA-A01S-01A-23_Proteome_VU_20121121.zip,TCGA-AA-A01S-01A-23,TCGA-AA-A01S
TCGA-AA-A01V-01A-24-A20O-27.zip,TCGA-AA-A01V-01A-24_Proteome_VU_20121124.zip,TCGA-AA-A01V-01A-24,TCGA-AA-A01V
TCGA-AA-A01Z-01A-13-A20O-27.zip,TCGA-AA-A01Z-01A-13_Proteome_VU_20120907.zip,TCGA-AA-A01Z-01A-13,TCGA-AA-A01Z
TCGA-AA-A022-01A-23-A20O-27.zip,TCGA-AA-A022-01A-23_Proteome_VU_20130118.zip,TCGA-AA-A022-01A-23,TCGA-AA-A022
TCGA-AA-A024-01A-32-A20O-27.zip,TCGA-AA-A024-01A-32_Proteome_VU_20130114.zip,TCGA-AA-A024-01A-32,TCGA-AA-A024
TCGA-AA-A029-01A-41-A20O-27.zip,TCGA-AA-A029-01A-41_Proteome_VU_20121009.zip,TCGA-AA-A029-01A-41,TCGA-AA-A029
TCGA-AA-A02E-01A-23-A20O-27.zip,TCGA-AA-A02E-01A-23_Proteome_VU_20120908.zip,TCGA-AA-A02E-01A-23,TCGA-AA-A02E
TCGA-AA-A02H-01A-32-A20O-27.zip,TCGA-AA-A02H-01A-32_Proteome_VU_20121025.zip,TCGA-AA-A02H-01A-32,TCGA-AA-A02H
